Make,Height,Length,Width,Fuel Type,Classification,Driveline,Number_of_Forward_Gears,City_MPG,Highway_MPG,Horsepower,Torque
Chevrolet,112,22,181,Gasoline,Manual,Rear-wheel drive,5,18,25,185,190
Chevrolet,112,140,181,Gasoline,Manual,Rear-wheel drive,5,18,25,185,190
Chevrolet,120,140,181,Gasoline,Automatic,Rear-wheel drive,4,18,25,185,190
Chevrolet,77,60,219,Gasoline,Automatic,Rear-wheel drive,4,13,17,310,334
Chevrolet,77,60,219,Gasoline,Automatic,All-wheel drive,4,13,17,310,334
Chevrolet,22,60,219,E85,Automatic,Rear-wheel drive,6,8,12,280,295
Chevrolet,22,60,219,E85,Automatic,Rear-wheel drive,6,8,12,324,373
Chevrolet,77,102,237,Gasoline,Automatic,Rear-wheel drive,4,15,20,195,260
Chevrolet,82,215,240,Gasoline,Automatic,Rear-wheel drive,4,14,19,302,305
Chevrolet,85,215,237,Gasoline,Automatic,Rear-wheel drive,4,15,20,195,260
Chevrolet,226,214,173,Gasoline,Manual,Front-wheel drive,5,27,35,108,105
Chevrolet,226,214,173,Gasoline,Manual,Front-wheel drive,5,27,35,108,105
Chevrolet,226,214,173,Gasoline,Automatic,Front-wheel drive,4,25,34,108,105
Chevrolet,226,214,173,Gasoline,Manual,Front-wheel drive,5,27,35,108,105
Chevrolet,226,214,173,Gasoline,Automatic,Front-wheel drive,4,25,34,108,105
Chevrolet,226,79,142,Gasoline,Manual,Front-wheel drive,5,27,35,108,105
Chevrolet,226,79,142,Gasoline,Manual,Front-wheel drive,5,27,35,108,105
Chevrolet,226,79,142,Gasoline,Automatic,Front-wheel drive,4,25,34,108,105
Chevrolet,226,79,142,Gasoline,Manual,Front-wheel drive,5,27,35,108,105
Chevrolet,226,79,142,Gasoline,Automatic,Front-wheel drive,4,25,34,108,105
Chevrolet,109,228,125,Gasoline,Manual,Rear-wheel drive,6,17,28,312,278
Chevrolet,109,228,125,Gasoline,Automatic,Rear-wheel drive,6,19,30,312,278
Chevrolet,109,228,125,Gasoline,Manual,Rear-wheel drive,6,17,28,312,278
Chevrolet,109,228,125,Gasoline,Automatic,Rear-wheel drive,6,19,30,312,278
Chevrolet,109,228,125,Gasoline,Manual,Rear-wheel drive,6,16,24,426,420
Chevrolet,109,228,125,Gasoline,Automatic,Rear-wheel drive,6,15,24,426,420
Chevrolet,109,228,125,Gasoline,Manual,Rear-wheel drive,6,16,24,426,420
Chevrolet,109,228,125,Gasoline,Automatic,Rear-wheel drive,6,16,25,426,420
Chevrolet,96,228,125,Gasoline,Manual,Rear-wheel drive,6,17,28,312,278
Chevrolet,96,228,125,Gasoline,Automatic,Rear-wheel drive,6,19,30,312,278
Chevrolet,96,228,125,Gasoline,Automatic,Rear-wheel drive,6,18,29,312,278
Chevrolet,96,228,125,Gasoline,Manual,Rear-wheel drive,6,17,28,312,278
Chevrolet,96,228,125,Gasoline,Automatic,Rear-wheel drive,6,19,30,312,278
Chevrolet,96,228,125,Gasoline,Manual,Rear-wheel drive,6,17,28,312,278
Chevrolet,96,228,125,Gasoline,Automatic,Rear-wheel drive,6,19,30,312,278
Chevrolet,96,228,125,Gasoline,Manual,Rear-wheel drive,6,16,24,426,420
Chevrolet,96,228,125,Gasoline,Automatic,Rear-wheel drive,6,16,25,426,420
Chevrolet,96,228,125,Gasoline,Manual,Rear-wheel drive,6,16,24,426,420
Chevrolet,96,228,125,Gasoline,Automatic,Rear-wheel drive,6,16,25,426,420
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,15,24,505,470
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,15,24,505,470
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,15,24,505,470
Chevrolet,223,82,52,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,223,82,52,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,223,82,52,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,223,82,52,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,223,82,52,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,223,82,52,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,223,82,52,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,223,82,52,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,223,82,52,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,223,82,52,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,223,82,52,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,223,82,52,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,223,82,52,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,223,82,52,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,223,82,52,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,223,82,52,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,123,135,Gasoline,Manual,Rear-wheel drive,6,14,20,638,604
Chevrolet,212,123,135,Gasoline,Manual,Rear-wheel drive,6,14,20,638,604
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,195,245,3,Gasoline,Manual,Front-wheel drive,6,26,36,136,123
Chevrolet,195,245,3,Gasoline,Automatic,Front-wheel drive,6,22,35,136,123
Chevrolet,195,245,3,Gasoline,Automatic,Front-wheel drive,6,24,36,138,148
Chevrolet,195,245,3,Gasoline,Manual,Front-wheel drive,6,28,42,138,148
Chevrolet,195,245,3,Gasoline,Automatic,Front-wheel drive,6,26,37,138,148
Chevrolet,195,245,3,Gasoline,Automatic,Front-wheel drive,6,24,36,138,148
Chevrolet,195,245,3,Gasoline,Automatic,Front-wheel drive,6,24,36,138,148
Chevrolet,148,162,49,Gasoline,Automatic,Front-wheel drive,6,22,32,182,172
Chevrolet,148,162,49,Gasoline,Automatic,All-wheel drive,6,20,29,182,172
Chevrolet,224,162,49,Gasoline,Automatic,Front-wheel drive,6,22,32,182,172
Chevrolet,224,162,49,Gasoline,Automatic,All-wheel drive,6,20,29,182,172
Chevrolet,224,162,49,Gasoline,Automatic,Front-wheel drive,6,17,24,264,222
Chevrolet,224,162,49,Gasoline,Automatic,All-wheel drive,6,16,22,264,222
Chevrolet,224,162,49,E85,Automatic,Front-wheel drive,6,12,18,264,222
Chevrolet,224,162,49,E85,Automatic,All-wheel drive,6,12,17,264,222
Chevrolet,224,162,49,Gasoline,Automatic,Front-wheel drive,6,22,32,182,172
Chevrolet,224,162,49,Gasoline,Automatic,All-wheel drive,6,20,29,182,172
Chevrolet,224,162,49,Gasoline,Automatic,Front-wheel drive,6,17,24,264,222
Chevrolet,224,162,49,Gasoline,Automatic,All-wheel drive,6,16,22,264,222
Chevrolet,224,162,49,E85,Automatic,Front-wheel drive,6,12,18,264,222
Chevrolet,224,162,49,E85,Automatic,All-wheel drive,6,12,17,264,222
Chevrolet,224,162,49,Gasoline,Automatic,Front-wheel drive,6,22,32,182,172
Chevrolet,224,162,49,Gasoline,Automatic,All-wheel drive,6,20,29,182,172
Chevrolet,224,162,49,Gasoline,Automatic,Front-wheel drive,6,17,24,264,222
Chevrolet,224,162,49,Gasoline,Automatic,All-wheel drive,6,16,22,264,222
Chevrolet,224,162,49,Gasoline,Automatic,Front-wheel drive,6,17,24,264,222
Chevrolet,224,162,49,E85,Automatic,All-wheel drive,6,12,17,264,222
Chevrolet,22,60,219,Gasoline,Automatic,Rear-wheel drive,6,11,16,324,373
Chevrolet,77,60,219,Gasoline,Automatic,Rear-wheel drive,4,15,20,195,260
Chevrolet,77,60,219,Gasoline,Automatic,Rear-wheel drive,4,13,18,310,334
Chevrolet,77,60,219,E85,Automatic,All-wheel drive,4,10,13,310,334
Chevrolet,22,60,219,Gasoline,Automatic,Rear-wheel drive,6,11,17,280,295
Chevrolet,22,60,219,Gasoline,Automatic,Rear-wheel drive,6,11,16,324,373
Chevrolet,22,60,219,E85,Automatic,Rear-wheel drive,6,8,12,280,295
Chevrolet,66,123,219,Gasoline,Manual,Front-wheel drive,5,22,32,155,150
Chevrolet,66,123,219,Gasoline,Automatic,Front-wheel drive,4,22,30,155,150
Chevrolet,66,123,219,E85,Manual,Front-wheel drive,5,16,23,155,150
Chevrolet,66,123,219,Gasoline,Automatic,Front-wheel drive,4,22,30,155,150
Chevrolet,66,123,219,E85,Manual,Front-wheel drive,5,16,23,172,167
Chevrolet,66,123,219,Gasoline,Automatic,Front-wheel drive,4,22,30,172,167
Chevrolet,66,123,219,E85,Manual,Front-wheel drive,5,16,23,155,150
Chevrolet,66,123,219,Gasoline,Automatic,Front-wheel drive,4,22,30,155,150
Chevrolet,210,226,59,E85,Automatic,Front-wheel drive,4,14,22,211,216
Chevrolet,210,226,59,E85,Automatic,Front-wheel drive,4,14,22,211,216
Chevrolet,210,226,59,Gasoline,Automatic,Front-wheel drive,4,17,27,230,235
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,22,33,169,160
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,22,33,169,160
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,22,33,169,160
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,17,26,252,251
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,22,33,169,160
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,17,26,252,251
Chevrolet,158,16,217,Gasoline,Automatic,Rear-wheel drive,6,15,21,320,335
Chevrolet,158,16,217,E85,Automatic,All-wheel drive,6,11,16,320,335
Chevrolet,158,16,217,E85,Automatic,Rear-wheel drive,6,11,16,320,335
Chevrolet,158,16,217,Gasoline,Automatic,All-wheel drive,6,15,21,320,335
Chevrolet,158,16,217,Gasoline,Automatic,Rear-wheel drive,6,15,21,320,335
Chevrolet,158,16,217,Gasoline,Automatic,All-wheel drive,6,15,21,320,335
Chevrolet,158,16,217,Gasoline,Automatic,Rear-wheel drive,6,10,16,352,382
Chevrolet,158,16,217,Gasoline,Automatic,All-wheel drive,6,10,15,352,382
Chevrolet,158,16,217,Gasoline,Automatic,Rear-wheel drive,6,10,16,352,382
Chevrolet,158,16,217,Gasoline,Automatic,All-wheel drive,6,10,15,352,382
Chevrolet,161,10,214,Gasoline,Automatic,Rear-wheel drive,6,15,21,320,335
Chevrolet,161,10,214,E85,Automatic,All-wheel drive,6,11,16,320,335
Chevrolet,161,10,214,E85,Automatic,Rear-wheel drive,6,11,16,320,335
Chevrolet,161,10,214,E85,Automatic,All-wheel drive,6,11,16,320,335
Chevrolet,161,10,214,Gasoline,Automatic,Rear-wheel drive,6,15,21,320,335
Chevrolet,161,10,214,Gasoline,Automatic,All-wheel drive,6,15,21,320,335
Chevrolet,102,10,214,Gasoline,Automatic,Rear-wheel drive,4,20,23,332,367
Chevrolet,107,10,214,Gasoline,Automatic,All-wheel drive,4,20,23,332,367
Chevrolet,57,87,199,Gasoline,Automatic,Front-wheel drive,6,17,24,281,266
Chevrolet,57,87,199,Gasoline,Automatic,All-wheel drive,6,16,23,281,266
Chevrolet,57,87,199,Gasoline,Automatic,Front-wheel drive,6,17,24,281,266
Chevrolet,57,87,199,Gasoline,Automatic,All-wheel drive,6,16,23,281,266
Chevrolet,57,87,199,Gasoline,Automatic,Front-wheel drive,6,17,24,281,266
Chevrolet,57,87,199,Gasoline,Automatic,All-wheel drive,6,16,23,281,266
Chevrolet,57,87,199,Gasoline,Automatic,Front-wheel drive,6,17,24,288,270
Chevrolet,57,87,199,Gasoline,Automatic,All-wheel drive,6,16,23,288,270
Chevrolet,153,245,217,Gasoline,Automatic,Rear-wheel drive,6,15,21,320,335
Chevrolet,153,245,217,Gasoline,Automatic,Rear-wheel drive,6,15,21,320,335
Chevrolet,153,245,217,Gasoline,Automatic,Rear-wheel drive,6,15,21,320,335
Chevrolet,153,245,217,Gasoline,Automatic,All-wheel drive,6,15,21,320,335
Chevrolet,153,245,217,Gasoline,Automatic,All-wheel drive,6,15,21,320,335
Chevrolet,153,245,217,Gasoline,Automatic,All-wheel drive,6,15,21,320,335
Chevrolet,112,22,181,Gasoline,Automatic,Rear-wheel drive,4,18,25,185,190
Chevrolet,112,22,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,112,22,181,Gasoline,Manual,Rear-wheel drive,5,18,25,185,190
Chevrolet,112,22,181,Gasoline,Automatic,Rear-wheel drive,4,18,25,185,190
Chevrolet,112,22,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,181,22,206,Gasoline,Manual,All-wheel drive,5,18,24,185,190
Chevrolet,181,22,206,Gasoline,Automatic,All-wheel drive,4,17,23,185,190
Chevrolet,181,22,206,Gasoline,Automatic,All-wheel drive,4,17,23,242,242
Chevrolet,181,22,206,Gasoline,Manual,All-wheel drive,5,18,24,185,190
Chevrolet,181,22,206,Gasoline,Automatic,All-wheel drive,4,17,23,185,190
Chevrolet,181,22,206,Gasoline,Automatic,All-wheel drive,4,17,23,242,242
Chevrolet,120,140,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,120,140,181,Gasoline,Automatic,Rear-wheel drive,4,14,20,300,320
Chevrolet,120,140,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,120,140,181,Gasoline,Automatic,Rear-wheel drive,4,14,20,300,320
Chevrolet,120,140,181,Gasoline,Automatic,Rear-wheel drive,4,14,20,300,320
Chevrolet,188,140,206,Gasoline,Automatic,All-wheel drive,4,16,21,242,242
Chevrolet,188,140,206,Gasoline,Automatic,All-wheel drive,4,14,19,300,320
Chevrolet,188,140,206,Gasoline,Automatic,All-wheel drive,4,16,21,242,242
Chevrolet,188,140,206,Gasoline,Automatic,All-wheel drive,4,14,19,300,320
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,18,25,185,190
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,112,140,181,Gasoline,Manual,Rear-wheel drive,5,18,25,185,190
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,18,25,185,190
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,14,20,300,320
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,14,20,300,320
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,14,20,300,320
Chevrolet,181,140,206,Gasoline,Manual,All-wheel drive,5,18,24,185,190
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,17,23,185,190
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,17,23,242,242
Chevrolet,181,140,206,Gasoline,Manual,All-wheel drive,5,18,24,185,190
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,17,23,185,190
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,17,23,242,242
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,14,19,300,320
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,17,23,242,242
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,14,19,300,320
Chevrolet,82,207,240,Gasoline,Automatic,Rear-wheel drive,4,20,223,332,367
Chevrolet,82,207,240,Gasoline,Automatic,Rear-wheel drive,4,20,23,332,367
Chevrolet,82,207,240,Gasoline,Automatic,All-wheel drive,4,20,23,332,367
Chevrolet,82,207,240,Gasoline,Automatic,All-wheel drive,4,20,23,332,367
Chevrolet,77,102,237,Gasoline,Automatic,Rear-wheel drive,4,14,19,302,305
Chevrolet,77,102,237,Gasoline,Automatic,Rear-wheel drive,6,15,21,315,338
Chevrolet,77,102,237,E85,Automatic,Rear-wheel drive,4,10,14,302,305
Chevrolet,77,102,237,E85,Automatic,Rear-wheel drive,6,11,16,315,338
Chevrolet,82,102,237,Gasoline,Automatic,All-wheel drive,4,14,18,195,260
Chevrolet,82,102,237,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,82,102,237,Gasoline,Automatic,All-wheel drive,6,15,21,315,338
Chevrolet,82,102,237,Gasoline,Automatic,All-wheel drive,4,13,18,302,305
Chevrolet,82,102,237,E85,Automatic,All-wheel drive,6,11,16,315,338
Chevrolet,74,70,237,Gasoline,Automatic,Rear-wheel drive,4,15,20,195,260
Chevrolet,74,70,237,E85,Automatic,Rear-wheel drive,4,10,14,302,305
Chevrolet,74,70,237,E85,Automatic,Rear-wheel drive,6,11,16,315,338
Chevrolet,74,70,237,Gasoline,Automatic,Rear-wheel drive,4,14,19,302,305
Chevrolet,74,70,237,Gasoline,Automatic,Rear-wheel drive,6,15,21,315,338
Chevrolet,82,70,237,Gasoline,Automatic,All-wheel drive,4,14,18,195,260
Chevrolet,82,70,237,Gasoline,Automatic,All-wheel drive,4,13,18,302,305
Chevrolet,82,70,237,E85,Automatic,All-wheel drive,6,11,16,315,338
Chevrolet,82,70,237,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,82,70,237,E85,Automatic,All-wheel drive,6,11,16,315,338
Chevrolet,82,215,240,Gasoline,Automatic,Rear-wheel drive,6,15,21,315,338
Chevrolet,82,215,240,Gasoline,Automatic,Rear-wheel drive,4,14,19,302,305
Chevrolet,82,215,240,E85,Automatic,Rear-wheel drive,4,10,14,302,305
Chevrolet,82,215,240,Gasoline,Automatic,Rear-wheel drive,6,13,18,403,417
Chevrolet,82,215,240,E85,Automatic,Rear-wheel drive,6,11,16,315,338
Chevrolet,82,215,240,E85,Automatic,Rear-wheel drive,6,11,16,315,338
Chevrolet,82,215,240,E85,Automatic,Rear-wheel drive,6,9,13,403,417
Chevrolet,79,215,240,Gasoline,Automatic,All-wheel drive,4,13,18,302,305
Chevrolet,79,215,240,Gasoline,Automatic,All-wheel drive,6,15,21,315,338
Chevrolet,79,207,240,Gasoline,Automatic,All-wheel drive,4,13,18,302,305
Chevrolet,79,215,240,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,79,215,240,Gasoline,Automatic,All-wheel drive,6,12,18,403,417
Chevrolet,79,215,240,Gasoline,Automatic,All-wheel drive,6,15,21,315,338
Chevrolet,79,215,240,E85,Automatic,All-wheel drive,6,9,13,403,417
Chevrolet,85,215,237,E85,Automatic,Rear-wheel drive,4,10,14,302,305
Chevrolet,85,215,237,E85,Automatic,Rear-wheel drive,6,11,16,315,338
Chevrolet,85,215,237,Gasoline,Automatic,Front-wheel drive,4,14,19,302,305
Chevrolet,85,215,237,E85,Automatic,Rear-wheel drive,4,10,14,302,305
Chevrolet,85,215,237,E85,Automatic,Rear-wheel drive,6,9,13,403,417
Chevrolet,85,215,237,Gasoline,Automatic,Rear-wheel drive,6,15,21,315,338
Chevrolet,85,215,237,E85,Automatic,Rear-wheel drive,6,9,13,403,417
Chevrolet,96,215,237,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,79,215,237,E85,Automatic,All-wheel drive,6,11,16,315,338
Chevrolet,79,215,237,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,79,215,237,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,79,215,237,E85,Automatic,All-wheel drive,6,9,13,403,417
Chevrolet,79,215,237,Gasoline,Automatic,All-wheel drive,6,15,21,315,338
Chevrolet,79,215,237,Gasoline,Automatic,All-wheel drive,6,12,18,403,417
Chevrolet,77,185,237,E85,Automatic,Rear-wheel drive,6,11,16,315,338
Chevrolet,77,185,237,Gasoline,Automatic,Rear-wheel drive,6,15,21,315,338
Chevrolet,77,185,237,Gasoline,Automatic,Rear-wheel drive,6,15,21,315,338
Chevrolet,77,185,237,E85,Automatic,All-wheel drive,6,11,16,315,338
Chevrolet,77,185,237,Gasoline,Automatic,All-wheel drive,6,15,21,315,338
Chevrolet,77,185,237,Gasoline,Automatic,All-wheel drive,6,15,21,315,338
Ford,193,57,160,Gasoline,Manual,Front-wheel drive,5,38,37,120,112
Ford,193,57,160,Gasoline,Manual,Front-wheel drive,5,28,37,120,112
Ford,193,57,160,Gasoline,Manual,Front-wheel drive,5,28,37,120,112
Ford,193,226,160,Gasoline,Manual,Front-wheel drive,5,28,37,120,112
Ford,193,226,160,Gasoline,Manual,Front-wheel drive,5,28,37,120,112
Ford,208,93,186,Gasoline,Manual,Front-wheel drive,5,25,35,140,136
Ford,208,93,186,Gasoline,Automatic,Front-wheel drive,4,25,34,140,136
Ford,208,93,186,Gasoline,Manual,Front-wheel drive,5,25,35,140,136
Ford,208,93,186,Gasoline,Automatic,Front-wheel drive,4,25,34,140,136
Ford,208,93,186,Gasoline,Manual,Front-wheel drive,5,25,35,140,136
Ford,208,93,186,Gasoline,Automatic,Front-wheel drive,4,25,34,140,136
Ford,208,93,186,Gasoline,Automatic,Front-wheel drive,4,25,34,140,136
Ford,165,233,41,Gasoline,Manual,Front-wheel drive,6,22,29,175,172
Ford,165,233,41,Gasoline,Automatic,Front-wheel drive,6,23,33,175,172
Ford,165,233,41,Gasoline,Manual,Front-wheel drive,6,22,29,175,172
